text,target,category,polarity
Daha lezzetli bir ana yemek bekliyordum açıkçası.,ana yemek,FOOD#QUALITY,negative
Fiyatlar ortalama meyhane fiyatlarının üzerinde.,Fiyatlar,RESTAURANT#PRICES,neutral
"Etler güzel, eti az ama öz pişiren nadir yerlerden:",Etler,FOOD#QUALITY,positive
Penne siciliano yedim yerken guzeldi ama sonra yagindan butun gun midem yandi.,Penne siciliano,FOOD#QUALITY,positive
Penne siciliano yedim yerken guzeldi ama sonra yagindan butun gun midem yandi.,yagindan,FOOD#QUALITY,negative
Arkadasim begendili tavuk yedi o da ayni seyi yasadi.,begendili tavuk,FOOD#QUALITY,negative
"Servis, ilgi mukemmel yemekler midede rahatsizlik yaratabiliyor.",yemekler,FOOD#QUALITY,negative
"Servis, ilgi mukemmel yemekler midede rahatsizlik yaratabiliyor.","Servis, ilgi",SERVICE#GENERAL,positive
Yediğim en iyi sahanda yumurta.,sahanda yumurta,FOOD#QUALITY,positive
Yumurtanın neyi güzel demeyin.,Yumurtanın,FOOD#QUALITY,positive
"Kavurmalı efsane, saçma demeyin yanında bakır kapta ayranı da için.",ayranı,DRINKS#QUALITY,positive
"Kavurmalı efsane, saçma demeyin yanında bakır kapta ayranı da için.",Kavurmalı,FOOD#QUALITY,positive
"Yemekleri standart , mudur tarzinda kapida bekleyen kisi soguk ve ters birisi...",Yemekleri,FOOD#QUALITY,neutral
"Yemekleri standart , mudur tarzinda kapida bekleyen kisi soguk ve ters birisi...",kapida bekleyen kisi,SERVICE#GENERAL,negative
Bize bakan garson yuksek ses ile siparis almasi ayri bir entresan...,garson,SERVICE#GENERAL,negative
eskiden daha iyiydi.,NULL,RESTAURANT#GENERAL,negative
fiyatlar asiri uçmus.,fiyatlar,RESTAURANT#PRICES,negative
artik lezzete degil popülerligine gidiliyor.,lezzete,FOOD#QUALITY,negative
"Konum olaral harika , lezzet olarak iyi ancak gerçekten servis her gidişimde aynı kötülükte hiç ödün vermiyorlar bu konuda.",lezzet,FOOD#QUALITY,positive
"Konum olaral harika , lezzet olarak iyi ancak gerçekten servis her gidişimde aynı kötülükte hiç ödün vermiyorlar bu konuda.",Konum,LOCATION#GENERAL,positive
"Konum olaral harika , lezzet olarak iyi ancak gerçekten servis her gidişimde aynı kötülükte hiç ödün vermiyorlar bu konuda.",servis,SERVICE#GENERAL,negative
Birinin bu sorunu çözmesi gerekir,NULL,RESTAURANT#GENERAL,negative
"Sıcak, samimi ve içten kütük ev cafe ...",ev cafe,AMBIENCE#GENERAL,positive
Serpme kahvaltıların vazgeçilmezi oldu bizim için haftasonu buraya gelip keyifli vakit geçirebilirsiniz.,Serpme kahvaltıların,FOOD#QUALITY,positive
"Paket olarak dönerlerini aldım, özenle paketlenmişti, uzun bir yolculuk yapmış olmama rağmen açtığımda hala sıcaklığını koruyordu.",paketlenmişti,SERVICE#GENERAL,positive
Malzemeden kısılmaması ve etinin lezzeti beni çok memnun etti.,Malzemeden,FOOD#STYLE_OPTIONS,positive
Malzemeden kısılmaması ve etinin lezzeti beni çok memnun etti.,etinin lezzeti,FOOD#QUALITY,positive
"Bir gun once ayni saatte oglen menusu getiren garson, bir gun sonra kustahca ""dun insiyatif alip getirdim ama bundan sonra vermem olur biter"" diyerek getirmedi.",garson,SERVICE#GENERAL,negative
"Kesinlikle gitmeyin, muamele cok kotu.",muamele,SERVICE#GENERAL,negative
Iftardan sonra çay veya kahve keyfi yapmak için ideal bir yer.,çay veya kahve,DRINKS#QUALITY,positive
Iftardan sonra çay veya kahve keyfi yapmak için ideal bir yer.,yer,AMBIENCE#GENERAL,positive
"Hem bogazin huzuruyla kendinizi dinlendirebilir, arkadaslarla koyu bir sohbetle uzun saatlerce oturabilir ve canli müzik esliginde keyfinize keyif katabilirsiniz.",bogazin,AMBIENCE#GENERAL,positive
"Hem bogazin huzuruyla kendinizi dinlendirebilir, arkadaslarla koyu bir sohbetle uzun saatlerce oturabilir ve canli müzik esliginde keyfinize keyif katabilirsiniz.",canli müzik,AMBIENCE#GENERAL,positive
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir.,Fiyatlari,RESTAURANT#PRICES,negative
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir.,mekan,RESTAURANT#GENERAL,positive
Ozellikle begendilerine kattiklari damla sakizi o kadar hos bir aroma veriyor ki anlatamam.,damla sakizi,FOOD#QUALITY,positive
Baslangiclarinin bir cogunu denedik hepside enfes.,Baslangiclarinin,FOOD#QUALITY,positive
Tatli olarak sufleyi tercih ettik ve ona da bayildik.,sufleyi,FOOD#QUALITY,positive
Mukemmel.,NULL,RESTAURANT#GENERAL,positive
Tek eksik olarak etin orta pisimisini istememize ragmen cok pismis bir et ile karsilastik.,et,FOOD#STYLE_OPTIONS,negative
Yıllardır dizaynini aynen koruyan uskudardaki muhteşem yemekleri olan esnaf lokantasi.,yemekleri,FOOD#QUALITY,positive
Esnaf lokantasi na göre fiyatları pahali ve kredi kartı geçmiyor.,fiyatları,RESTAURANT#PRICES,negative
Esnaf lokantasi na göre fiyatları pahali ve kredi kartı geçmiyor.,kredi kartı,SERVICE#GENERAL,negative
Ancak yemekleri gerçekten çok lezzetli.,yemekleri,FOOD#QUALITY,positive
tatlilardan da irmik helvası ve fırında sutlaci öneririm.,fırında sutlaci,FOOD#QUALITY,positive
tatlilardan da irmik helvası ve fırında sutlaci öneririm.,irmik helvası,FOOD#QUALITY,positive
Yıllardır İstanbul'daki favori pizzacım.,pizzacım,RESTAURANT#GENERAL,positive
Ben gittiğimde bir pizzayı hiç bir zaman kendim bitiremiyorum.,pizzayı,FOOD#STYLE_OPTIONS,positive
Birden çok pizza denemek adına pizzanın iki yarısını farklı yaptırın derim.,pizzanın iki yarısını,FOOD#STYLE_OPTIONS,positive
Servis porsiyonlar çok çok kötü.,Servis,SERVICE#GENERAL,negative
Servis porsiyonlar çok çok kötü.,porsiyonlar,FOOD#STYLE_OPTIONS,negative
Nerde Bebek şubesi nerde burası tek güzel yanı caddenin bir arka sokağında yeşilliklerin içinde bahçesinin olması,bahçesinin,AMBIENCE#GENERAL,positive
Turk kahvesının ıcınden kocaman böcek çıktı.,Turk kahvesının,DRINKS#QUALITY,negative
Kahveyı bıtırdığınızde dıbındekı bocekle karsilasiyorsunuz!,Kahveyı,DRINKS#QUALITY,negative
Yemekleri hesap edin artık!,Yemekleri,FOOD#QUALITY,negative
Bir daha asla!,NULL,RESTAURANT#GENERAL,negative
Nedendir bilmiyorum ama burayı çok seviyorum.,burayı,RESTAURANT#GENERAL,positive
Lynchburgleri çok güzel.,Lynchburgleri,DRINKS#QUALITY,positive
Cin li kokteylleri de denemeye değer ama arkadaş bi jager mojito yapamıyorsunuz.,Cin li kokteylleri,DRINKS#QUALITY,positive
Cin li kokteylleri de denemeye değer ama arkadaş bi jager mojito yapamıyorsunuz.,jager mojito,DRINKS#QUALITY,negative
"Otur , 0 !",NULL,RESTAURANT#GENERAL,negative
"Alkollü içki almadiginiz bir restda adam basi 80/90 tl hesap cookk fazla ,üstelik gayet az yedik .",80/90 tl hesap,RESTAURANT#PRICES,negative
"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .",personel,SERVICE#GENERAL,positive
"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .",Porsiyonlar,FOOD#STYLE_OPTIONS,negative
"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .",fiyatla,FOOD#PRICES,negative
"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .",Lezzet,FOOD#QUALITY,positive
Manzara güzel.,Manzara,AMBIENCE#GENERAL,positive
Kurucesmede olmasına rağmen pek bir derme catma mekan.,mekan,AMBIENCE#GENERAL,negative
Sıkış Sıkış yerlestirilmis masalardan dolayi ortam çok ugultulu maalesef.,ortam,AMBIENCE#GENERAL,negative
Çok daha keyifli bir yer olabilirdi.,yer,AMBIENCE#GENERAL,negative
O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum.,ortamdan,AMBIENCE#GENERAL,negative
"İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil.",İthal peynir tabağındaki peynirler,FOOD#QUALITY,negative
Böylesi bir mekan için fiyat ortalamanın üstünde kalmış.,fiyat,RESTAURANT#PRICES,negative
Açık ortamda yemek isteyenler için güzel bir ortam.,ortam,AMBIENCE#GENERAL,positive
Bahçesinde sakince yemeğinizi yiyebilirsiniz.,Bahçesinde,AMBIENCE#GENERAL,positive
Kuzu sisleri ve lahmacunlari guzeldi...,Kuzu sisleri ve lahmacunlari,FOOD#QUALITY,positive
Serviste aksamalar var.,Serviste,SERVICE#GENERAL,negative
garsonlar sürekli bir şey düşürüyor...,garsonlar,SERVICE#GENERAL,negative
Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,masalar,AMBIENCE#GENERAL,negative
Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,calisanlar,SERVICE#GENERAL,positive
Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,Kahvaltisi,FOOD#STYLE_OPTIONS,positive
Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,fiyati,FOOD#PRICES,negative
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.",konumu,LOCATION#GENERAL,positive
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.",menüsü,FOOD#STYLE_OPTIONS,positive
Fakat son iki gidişimde çok pahalanmış buldum.,pahalanmış,RESTAURANT#PRICES,negative
"Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var.",cajun tavuk,FOOD#QUALITY,positive
"Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var.",Yemeklerde,FOOD#QUALITY,neutral
Şimdilerde gözümde ancak ortalama bir mekan yani.,mekan,RESTAURANT#GENERAL,neutral
Tuzla balıkçısının köklü müşterisiyimdir.,Tuzla balıkçısının,RESTAURANT#GENERAL,positive
İlk açıldığı günden bu gününe gelir giderim.,NULL,RESTAURANT#GENERAL,positive
Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,dükkandan,AMBIENCE#GENERAL,positive
Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,Fiyatları,RESTAURANT#PRICES,positive
Ama maalesef eski lezzet mi?,lezzet,FOOD#QUALITY,negative
Mekan ne kadar çok büyüdüyse kalite o kadar düştü.,kalite,RESTAURANT#GENERAL,negative
Ah be Sezgin Abi eski lezzetine hasretiz,lezzetine,FOOD#QUALITY,negative
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan.,mekan,LOCATION#GENERAL,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,hizmetide,SERVICE#GENERAL,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,pideleri,FOOD#QUALITY,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,üst kat terası,AMBIENCE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet.,mekan,AMBIENCE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet.,menu,FOOD#STYLE_OPTIONS,positive
Fiyatlar da cok pahali degil ortalama duruyordu,Fiyatlar,RESTAURANT#PRICES,neutral
Cookshop diyince aklima ilk gelen Magnolia oluyor.,Magnolia,FOOD#QUALITY,positive
Buraya gelipte bu tatliyi denemeden gitmeyin.,tatliyi,FOOD#QUALITY,positive
"Makarnalardan patlicanli,zeytinli penne guzel.","patlicanli,zeytinli penne",FOOD#QUALITY,positive
Arkadasim lasagne yedi ama pek begenmedi.,lasagne,FOOD#QUALITY,negative
Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.,Servisin,SERVICE#GENERAL,negative
Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.,siparis almaya gec geliyorlar,SERVICE#GENERAL,negative
Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi.,num num,RESTAURANT#GENERAL,negative
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",Yemekler,FOOD#QUALITY,negative
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",menü,FOOD#STYLE_OPTIONS,positive
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",servis,SERVICE#GENERAL,positive
Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri.,Kurufasulye ve Sütlaç,FOOD#QUALITY,positive
"Tereyagini da manzarayla karistirinca, yeme de yaninda yat...",Tereyagini,FOOD#QUALITY,positive
"Tereyagini da manzarayla karistirinca, yeme de yaninda yat...",manzarayla,AMBIENCE#GENERAL,positive
Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.,firin sütlaci,FOOD#QUALITY,positive
Ideal...,NULL,RESTAURANT#GENERAL,positive
- Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer.,yer,LOCATION#GENERAL,positive
Künefesi düsündügümden güzelmis.,Künefesi,FOOD#QUALITY,positive
Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi.,künefesiyle,FOOD#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",sahlepi,DRINKS#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",Çayi,DRINKS#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",künefesi ve dondurmasi,FOOD#QUALITY,positive
Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler.,nane yapragi,DRINKS#STYLE_OPTIONS,negative
Biz sormadan getirdigimizde bilgilendirmesi lazimdi.,bilgilendirmesi,SERVICE#GENERAL,negative
Yine de Tuzla'da ugrak olunabilecek bir mekan.,mekan,RESTAURANT#GENERAL,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.",nargilesi,DRINKS#QUALITY,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.",çikis yolu,LOCATION#GENERAL,negative
Hele kebaplari enfes.,kebaplari,FOOD#QUALITY,positive
Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor.,manzara,AMBIENCE#GENERAL,positive
Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor.,kahvaltisiyla,FOOD#STYLE_OPTIONS,positive
"Görülmesi gereken, kaliteli bir yer;)",yer,RESTAURANT#GENERAL,positive
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik.,lezzetleri,FOOD#QUALITY,positive
Tatlilar muhtesemdi.,Tatlilar,FOOD#QUALITY,positive
Hesap gelene kadar tadimizda çok iyiydi.,Hesap,RESTAURANT#PRICES,negative
342 TL çok fazla.,342 TL,RESTAURANT#PRICES,negative
Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,Içki servisi,DRINKS#STYLE_OPTIONS,negative
Degisik pide türleri caniniz çekiyorsa denenebilir.,pide türleri,FOOD#STYLE_OPTIONS,positive
eh iste.,NULL,RESTAURANT#GENERAL,neutral
ama çok pide yemeyenler için güzel diyebilirim.,pide,FOOD#QUALITY,positive
çorbasi soguk geldi.,çorbasi,FOOD#QUALITY,negative
Tadi pek yoktu.,Tadi,FOOD#QUALITY,negative
suflesi normal.,suflesi,FOOD#QUALITY,neutral
Besiktas ta merkezi yerde.,yerde,LOCATION#GENERAL,positive
Fakat yemekleri baya standart hatta bazıları bi hayli kotu...,yemekleri,FOOD#QUALITY,negative
Tavsiye edebileceğim tek şeyi dondurması olur sanırım.,dondurması,FOOD#QUALITY,positive
Geniş çay menüsü ve bence alelade demlenen çaylar.,demlenen,DRINKS#STYLE_OPTIONS,negative
Geniş çay menüsü ve bence alelade demlenen çaylar.,çay menüsü,DRINKS#STYLE_OPTIONS,positive
Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum.,NULL,DRINKS#QUALITY,positive
Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum.,demleme süresine,DRINKS#STYLE_OPTIONS,negative
Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,ücrete,DRINKS#PRICES,negative
Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,NULL,DRINKS#QUALITY,negative
Tatlıları için gelinebilir.,Tatlıları,FOOD#QUALITY,positive
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir.",Miss Pizza,FOOD#QUALITY,positive
"Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb...",diyorlar,SERVICE#GENERAL,negative
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,Yemeği,FOOD#QUALITY,neutral
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,yer,RESTAURANT#GENERAL,negative
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,servisi,SERVICE#GENERAL,negative
İyi bir kaliteye böyle bir hizmet hiç yakışmıyor.,kaliteye,FOOD#QUALITY,positive
İyi bir kaliteye böyle bir hizmet hiç yakışmıyor.,hizmet,SERVICE#GENERAL,negative
Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,hamuru,FOOD#QUALITY,positive
Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,malzemeler,FOOD#QUALITY,neutral
Pizzaları gayet doyurucu ve çeşitli.,Pizzaları,FOOD#STYLE_OPTIONS,positive
Değişik tatları tatmak isteyenler için iyi bir alternatif.,tatları,FOOD#STYLE_OPTIONS,positive
Özellikle kabaklı pizzası gayet başarılı.,kabaklı pizzası,FOOD#QUALITY,positive
Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer.,Servis,SERVICE#GENERAL,negative
Her seferinde mutlaka bir problemle karşılaşıyoruz.,NULL,RESTAURANT#GENERAL,negative
Çalışanlar gerçekten burnundan kıl aldırmıyor.,Çalışanlar,SERVICE#GENERAL,negative
Çok defa geri dönmüşlüğüm de vardır.,NULL,RESTAURANT#GENERAL,negative
Manzara konum çok çok güzel.,konum,LOCATION#GENERAL,positive
Manzara konum çok çok güzel.,Manzara,AMBIENCE#GENERAL,positive
Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum.,manzara,AMBIENCE#GENERAL,positive
Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum.,lezzet,FOOD#QUALITY,negative
